"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Brooklyn Bounce","Rylan","M","3","George","359.13098","paid","Birmingham-Hoover, AL","1076","Get Ready To Bounce Recall 08","16"
"Dashboard Confessional","Kinsley","F","22","Young","147.30404","paid","Red Bluff, CA","977","The Good Fight","85"
"Lonnie Johnson","Kinsley","F","23","Young","194.55955","paid","Red Bluff, CA","977","Low Land Moan","85"
"Leggo Beast","Mohammad","M","2","Rodriguez","376.58077","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","In","88"
"The Pussycat Dolls","Rylan","M","4","George","190.95465","paid","Birmingham-Hoover, AL","1076","Sway","16"
"Stereophonics","Kinsley","F","24","Young","290.53342","paid","Red Bluff, CA","977","I Miss You Now","85"
"The Beautiful South","Rylan","M","5","George","236.5122","paid","Birmingham-Hoover, AL","1076","Masculine Eclipse","16"
"The Acacia Strain","Mohammad","M","3","Rodriguez","194.21995","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","As If Set Afire","88"
"ATB","Kinsley","F","25","Young","251.48036","paid","Red Bluff, CA","977","Underwater World","85"
"The Robert Cray Band","Rylan","M","6","George","309.52444","paid","Birmingham-Hoover, AL","1076","Our Last Time","16"
"Enigma","Mohammad","M","4","Rodriguez","242.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","T.N.T. For The Brain (112 Bpm) (Radio Edit)","88"
"Amon Amarth","Kinsley","F","26","Young","268.2771","paid","Red Bluff, CA","977","Tattered Banners And Bloody Flags","85"
"We Are Scientists","Rylan","M","7","George","198.89587","paid","Birmingham-Hoover, AL","1076","The Great Escape (Album Version) (Explicit)","16"
"Roberto Murolo","Matthew","M","0","Jones","188.02893","paid","Janesville-Beloit, WI","1100","Lacreme napulitane","36"
"Ashlee Simpson","Mohammad","M","5","Rodriguez","214.43873","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","Autobiography","88"
"Metallica","Kinsley","F","27","Young","152.60689","paid","Red Bluff, CA","977","The Ecstasy Of Gold","85"
"3 Doors Down","Rylan","M","8","George","233.74322","paid","Birmingham-Hoover, AL","1076","Kryptonite","16"
"Hazell Dean","Matthew","M","1","Jones","367.98649","paid","Janesville-Beloit, WI","1100","No Fool (For Love)","36"
"Apocalyptica","Kinsley","F","28","Young","262.5824","paid","Red Bluff, CA","977","Pray","85"
"Jack Johnson","Rylan","M","9","George","236.93016","paid","Birmingham-Hoover, AL","1076","Bubble Toes","16"
"Cage The Elephant","Kinsley","F","29","Young","196.38812","paid","Red Bluff, CA","977","Lotus","85"
"Taylor Swift","Matthew","M","2","Jones","230.47791","paid","Janesville-Beloit, WI","1100","You Belong With Me","36"
"Soul For Real","Rylan","M","10","George","271.25506","paid","Birmingham-Hoover, AL","1076","Candy Rain","16"
"The Prodigy","Kinsley","F","30","Young","225.09669","paid","Red Bluff, CA","977","Firestarter","85"
"Amy Winehouse","Matthew","M","3","Jones","165.11955","paid","Janesville-Beloit, WI","1100","Addicted","36"
"Iron Maiden","Rylan","M","11","George","275.19955","paid","Birmingham-Hoover, AL","1076","The Evil That Men Do (1998 Digital Remaster)","16"
"David Crowder*Band","Kinsley","F","31","Young","276.74077","paid","Red Bluff, CA","977","All Around Me","85"
"The Cinematic Orchestra","Rylan","M","12","George","622.2624","paid","Birmingham-Hoover, AL","1076","Everyday","16"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Kinsley","F","32","Young","241.05751","paid","Red Bluff, CA","977","Feel It","85"
"Sugababes","Kinsley","F","33","Young","275.93098","paid","Red Bluff, CA","977","Overload","85"
"Gyptian","Rylan","M","13","George","233.09016","paid","Birmingham-Hoover, AL","1076","Hold You","16"
"Zion / Akon","Rylan","M","14","George","233.19465","paid","Birmingham-Hoover, AL","1076","The Way She Moves","16"
"Transvision Vamp","Rylan","M","15","George","209.91955","paid","Birmingham-Hoover, AL","1076","I Want Your Love","16"
"Ry Cooder","Chloe","F","37","Cuevas","201.56036","paid","San Francisco-Oakland-Hayward, CA","1096","Corrido de Boxeo","49"
"The Pussycat Dolls","Rylan","M","16","George","245.18485","paid","Birmingham-Hoover, AL","1076","When I Grow Up","16"
"Coldplay","Chloe","F","38","Cuevas","268.30322","paid","San Francisco-Oakland-Hayward, CA","1096","Yellow","49"
"Forever The Sickest Kids","Rylan","M","17","George","169.482","paid","Birmingham-Hoover, AL","1076","She Likes (Bittersweet Love)","16"
"Lil Wayne / Blaque / Mannie Fresh","Chloe","F","39","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","1096","Believe That","49"
"Dragonforce","Rylan","M","18","George","441.02485","paid","Birmingham-Hoover, AL","1076","Through The Fire And Flames (Album Version)","16"
"Jason Mraz & Colbie Caillat","Chloe","F","40","Cuevas","189.6224","paid","San Francisco-Oakland-Hayward, CA","1096","Lucky (Album Version)","49"
"Pixies","Chloe","F","41","Cuevas","181.13261","paid","San Francisco-Oakland-Hayward, CA","1096","Is She Weird","49"
"Eminem","Rylan","M","19","George","251.55873","paid","Birmingham-Hoover, AL","1076","Without Me","16"
"Buju Banton","Chloe","F","42","Cuevas","232.48934","paid","San Francisco-Oakland-Hayward, CA","1096","Cry No More","49"
"Cage The Elephant","Rylan","M","20","George","196.38812","paid","Birmingham-Hoover, AL","1076","Lotus","16"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","43","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49"
"Ste Strausz","Rylan","M","21","George","285.36118","paid","Birmingham-Hoover, AL","1076","Le Million","16"
"Coldplay","Chloe","F","44","Cuevas","228.62322","paid","San Francisco-Oakland-Hayward, CA","1096","Only Superstition","49"
"Joe Christmas","Chloe","F","0","Roth","185.7824","free","Indianapolis-Carmel-Anderson, IN","1059","Bedroom Suite","78"
"Bright Eyes","Rylan","M","22","George","313.23383","paid","Birmingham-Hoover, AL","1076","A New Arrangement","16"
"Paramore","Chloe","F","1","Roth","267.65016","free","Indianapolis-Carmel-Anderson, IN","1059","The Only Exception (Album Version)","78"
"J. Karjalainen & Mustat Lasit","Chloe","F","45","Cuevas","336.74404","paid","San Francisco-Oakland-Hayward, CA","1096","Sinisten tÃÂ¤htien alla","49"
"Philip Glass","Rylan","M","23","George","368.40444","paid","Birmingham-Hoover, AL","1076","Knee 2","16"
"Alliance Ethnik","Chloe","F","46","Cuevas","195.94404","paid","San Francisco-Oakland-Hayward, CA","1096","SinceritÃÂ© Et Jalousie","49"
"Mew","Rylan","M","24","George","167.75791","paid","Birmingham-Hoover, AL","1076","Her Voice Is Beyond Her Years","16"
"Ive Mendes","Rylan","M","25","George","238.94159","paid","Birmingham-Hoover, AL","1076","If You Leave Me Now","16"
"Alliance Ethnik","Bronson","M","1","Harris","195.94404","free","Eugene, OR","1026","SinceritÃÂ© Et Jalousie","33"
"the bird and the bee","Rylan","M","26","George","193.802","paid","Birmingham-Hoover, AL","1076","Diamond Dave","16"
"Common / Sadat X","Bronson","M","2","Harris","256.20853","free","Eugene, OR","1026","1999","33"
"Alanis Morissette","Rylan","M","27","George","245.15873","paid","Birmingham-Hoover, AL","1076","King Of Pain (Live/Unplugged Version)","16"
"Skillet","Bronson","M","7","Harris","233.32526","free","Eugene, OR","1026","Rebirthing (Album Version)","33"
"James Galway;Julian Lee","Rylan","M","28","George","218.67057","paid","Birmingham-Hoover, AL","1076","Beauty and the Beast","16"
"Drop Dead_ Gorgeous","Rylan","M","29","George","156.70812","paid","Birmingham-Hoover, AL","1076","Dressed For Friend Requests (Album Version)","16"
"Dwight Yoakam","Rylan","M","30","George","239.3073","paid","Birmingham-Hoover, AL","1076","You're The One","16"
"Trouble","Rylan","M","31","George","205.11302","paid","Birmingham-Hoover, AL","1076","Tuesday's Child","16"
"OneRepublic","Rylan","M","33","George","237.97506","paid","Birmingham-Hoover, AL","1076","All The Right Moves","16"
"Switchblade Symphony","Rylan","M","34","George","259.5522","paid","Birmingham-Hoover, AL","1076","Wicked","16"
"Sharooz","Rylan","M","35","George","234.05669","paid","Birmingham-Hoover, AL","1076","My Distressor 40Khz ReRub Mix","16"
"Explosions In The Sky","Rylan","M","36","George","522.9971","paid","Birmingham-Hoover, AL","1076","Six Days At The Bottom Of The Ocean","16"
"Emmylou Harris","Chloe","F","1","Cuevas","194.63791","paid","San Francisco-Oakland-Hayward, CA","1114","Little Bird","49"
"Jack Johnson","Chloe","F","2","Cuevas","153.67791","paid","San Francisco-Oakland-Hayward, CA","1114","The Horizon Has Been Defeated","49"
"Radiohead","Rylan","M","37","George","249.93914","paid","Birmingham-Hoover, AL","1076","Everything In Its Right Place","16"
"Andrew Bird","Chloe","F","3","Cuevas","215.87546","paid","San Francisco-Oakland-Hayward, CA","1114","Heretics","49"
"Metallica","Rylan","M","38","George","380.21179","paid","Birmingham-Hoover, AL","1076","Sabbra Cadabra","16"
"Lonnie Gordon","Chloe","F","4","Cuevas","181.21098","paid","San Francisco-Oakland-Hayward, CA","1114","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","49"
"Dropkick Murphys","Chloe","F","5","Cuevas","167.73179","paid","San Francisco-Oakland-Hayward, CA","1114","Shattered","49"
"Eric B. & Rakim","Rylan","M","39","George","240.32608","paid","Birmingham-Hoover, AL","1076","As The Rhyme Goes On","16"
"Dierks Bentley","Chloe","F","6","Cuevas","223.242","paid","San Francisco-Oakland-Hayward, CA","1114","Settle For A Slowdown","49"
"Regina Spektor","Rylan","M","40","George","290.14159","paid","Birmingham-Hoover, AL","1076","Daniel Cowman","16"
"Angelspit","Chloe","F","7","Cuevas","241.94567","paid","San Francisco-Oakland-Hayward, CA","1114","Make You Sin","49"
"Young Gunz / Beanie Sigel","Chloe","F","8","Cuevas","292.44036","paid","San Francisco-Oakland-Hayward, CA","1114","Roc U","49"
"DJ Dizzy","Rylan","M","41","George","221.1522","paid","Birmingham-Hoover, AL","1076","Sexy Bitch","16"
"Base Ball Bear","Rylan","M","42","George","255.60771","paid","Birmingham-Hoover, AL","1076","Sayonara-Nostalgia","16"
"Morcheeba","Chloe","F","9","Cuevas","101.95546","paid","San Francisco-Oakland-Hayward, CA","1114","In The Hands Of The Gods (Featuring Biz Markie)","49"
"Bitter:Sweet","Chloe","F","10","Cuevas","194.16771","paid","San Francisco-Oakland-Hayward, CA","1114","Don't Forget To Breathe","49"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Rylan","M","43","George","152.65914","paid","Birmingham-Hoover, AL","1076","Now You're Gone","16"
"BjÃÂ¶rk","Chloe","F","11","Cuevas","348.57751","paid","San Francisco-Oakland-Hayward, CA","1114","Undo","49"
"Rihanna","Rylan","M","44","George","239.75138","paid","Birmingham-Hoover, AL","1076","G4L","16"
"Evanescence","Rylan","M","45","George","220.3424","paid","Birmingham-Hoover, AL","1076","Hello","16"
"Mr. Vegas","Chloe","F","12","Cuevas","240.69179","paid","San Francisco-Oakland-Hayward, CA","1114","Tamale","49"
"Mischa Daniels","Rylan","M","46","George","419.81342","paid","Birmingham-Hoover, AL","1076","Another Place","16"
"The Menzingers","Chloe","F","13","Cuevas","276.00934","paid","San Francisco-Oakland-Hayward, CA","1114","Straight To Hell","49"
"Justin Timberlake","Chloe","F","14","Cuevas","288.93995","paid","San Francisco-Oakland-Hayward, CA","1114","Cry Me A River","49"
"Vilma Palma e Vampiros","Rylan","M","47","George","338.18077","paid","Birmingham-Hoover, AL","1076","Un Camino Hasta Vos","16"
"CCCP - Fedeli Alla Linea","Chloe","F","15","Cuevas","329.66485","paid","San Francisco-Oakland-Hayward, CA","1114","Sura (2008 Digital Remaster)","49"
"Kid Cudi / MGMT / Ratatat","Rylan","M","48","George","295.67955","paid","Birmingham-Hoover, AL","1076","Pursuit Of Happiness (nightmare)","16"
"Drake / Kanye West / Lil Wayne / Eminem","Chloe","F","16","Cuevas","357.66812","paid","San Francisco-Oakland-Hayward, CA","1114","Forever","49"
"A Day To Remember","Rylan","M","49","George","247.64036","paid","Birmingham-Hoover, AL","1076","Homesick [Acoustic]","16"
"T.I.","Jayden","M","0","Bell","299.75465","free","Dallas-Fort Worth-Arlington, TX","1085","Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)","91"
"The Offspring","Rylan","M","50","George","163.3171","paid","Birmingham-Hoover, AL","1076","It'll Be a Long Time (Album Version)","16"
"Jorge Gonzalez","Chloe","F","17","Cuevas","272.14322","paid","San Francisco-Oakland-Hayward, CA","1114","Esta Es Para Hacerte FÃÂ©liz","49"
"Sneaker Pimps","Jayden","M","1","Bell","260.91057","free","Dallas-Fort Worth-Arlington, TX","1085","Spin Spin Sugar","91"
"Escape The Fate","Rylan","M","51","George","266.73587","paid","Birmingham-Hoover, AL","1076","This War Is Ours (The Guillotine II)","16"
"Juanes","Chloe","F","18","Cuevas","243.27791","paid","San Francisco-Oakland-Hayward, CA","1114","La Vida Es Un Ratico","49"
"The Replacements","Rylan","M","52","George","170.57914","paid","Birmingham-Hoover, AL","1076","Never Mind","16"
"Sarah McLachlan","Chloe","F","19","Cuevas","278.90893","paid","San Francisco-Oakland-Hayward, CA","1114","Possession","49"
"Sonny Boy Williamson","Rylan","M","53","George","152.24118","paid","Birmingham-Hoover, AL","1076","Don't Start Me Talkin'","16"
"Soul II Soul Featuring Caron Wheeler","Rylan","M","54","George","225.2273","paid","Birmingham-Hoover, AL","1076","Back To Life (However Do You Want Me) (2003 Digital Remaster) (Feat. Caron Wheeler)","16"
"Florence + The Machine","Chloe","F","20","Cuevas","219.66322","paid","San Francisco-Oakland-Hayward, CA","1114","Dog Days Are Over (Radio Edit)","49"
"Pantera","Rylan","M","55","George","286.69342","paid","Birmingham-Hoover, AL","1076","Heresy  (LP Version)","16"
"Cold","Chloe","F","21","Cuevas","177.76281","paid","San Francisco-Oakland-Hayward, CA","1114","Remedy","49"
"Norther","Chloe","F","22","Cuevas","246.54322","paid","San Francisco-Oakland-Hayward, CA","1114","Frozen Angel","49"
"Foo Fighters","Rylan","M","57","George","271.38567","paid","Birmingham-Hoover, AL","1076","The Pretender","16"
"Timbiriche","Rylan","M","58","George","202.60526","paid","Birmingham-Hoover, AL","1076","Besos De Ceniza","16"
"A Perfect Circle","Rylan","M","59","George","206.05342","paid","Birmingham-Hoover, AL","1076","Rose","16"
"Anberlin","Rylan","M","60","George","348.682","paid","Birmingham-Hoover, AL","1076","The Haunting","16"
"Deas Vail","Elijah","M","0","Davis","237.68771","free","Detroit-Warren-Dearborn, MI","985","Anything You Say (Unreleased Version)","5"
"The Killers","Jayden","M","32","Graves","246.80444","paid","Marinette, WI-MI","594","Read My Mind","25"
"Tamia","Jayden","M","33","Graves","243.09506","paid","Marinette, WI-MI","594","Officially Missing You (Radio Version)","25"
"Randy Crawford","Jayden","M","34","Graves","270.75873","paid","Marinette, WI-MI","594","Almaz","25"
"Frumpies","Jayden","M","35","Graves","134.47791","paid","Marinette, WI-MI","594","Hello Kitty","25"
"Julia Fordham","Jayden","M","36","Graves","279.50975","paid","Marinette, WI-MI","594","Girlfriend","25"
"The Black Keys","Jayden","M","37","Graves","239.59465","paid","Marinette, WI-MI","594","Unknown Brother","25"
"Georgia Satellites","Jayden","M","38","Graves","178.88608","paid","Marinette, WI-MI","594","Battleship Chains (LP Version)","25"
"M.I.A.","Jayden","M","40","Graves","206.13179","paid","Marinette, WI-MI","594","Paper Planes","25"
"Phish","Jayden","M","41","Graves","319.29424","paid","Marinette, WI-MI","594","Prince Caspian","25"
"Dislocation Dance","Maia","F","0","Burke","122.87955","free","Houston-The Woodlands-Sugar Land, TX","628","With A Smile On Your Face And A Frown In Your Heart","51"
"The Black Keys","Jayden","M","42","Graves","238.62812","paid","Marinette, WI-MI","594","Strange Times","25"
"John Hiatt","Jayden","M","43","Graves","242.442","paid","Marinette, WI-MI","594","Have A Little Faith In Me","25"
"Elvis Costello","Jayden","M","44","Graves","226.0371","paid","Marinette, WI-MI","594","Watching The Detectives","25"
"Son House","Jayden","M","45","Graves","239.38567","paid","Marinette, WI-MI","594","Death Letter Blues (Live)","25"
"Cyndi Lauper","Jayden","M","46","Graves","231.81016","paid","Marinette, WI-MI","594","She Bop","25"
"ÃÂtienne Daho","Jayden","M","47","Graves","231.3922","paid","Marinette, WI-MI","594","Paris Ailleurs (Live 1992)","25"
"Dragonforce","Jayden","M","48","Graves","345.5473","paid","Marinette, WI-MI","594","Cry of the Brave","25"
"Rise Against","Jayden","M","49","Graves","242.25914","paid","Marinette, WI-MI","594","Savior","25"
"Emmy The Great","Noah","M","0","Chavez","204.79955","free","Ogden-Clearfield, UT","530","Mia","94"
"Kings Of Leon","Jayden","M","50","Graves","231.81016","paid","Marinette, WI-MI","594","Use Somebody","25"
"Avenged Sevenfold","Jayden","M","51","Graves","283.76771","paid","Marinette, WI-MI","594","Unholy Confessions","25"
"A.B. Quintanilla III Y Los Kumbia Kings","Jayden","M","52","Graves","196.77995","paid","Marinette, WI-MI","594","Te Quiero A Ti","25"
"Coldplay","Jayden","M","53","Graves","228.62322","paid","Marinette, WI-MI","594","Only Superstition","25"
"B.o.B","Jayden","M","54","Graves","269.63546","paid","Marinette, WI-MI","594","Nothin' On You [feat. Bruno Mars] (Album Version)","25"
"Crystal Castles","Jayden","M","55","Graves","252.89098","paid","Marinette, WI-MI","594","Baptism","25"
"Justin Nozuka","Jayden","M","56","Graves","213.62893","paid","Marinette, WI-MI","594","Mr Therapy Man","25"
"Blackmore's Night","Jayden","M","57","Graves","201.40363","paid","Marinette, WI-MI","594","Sister Gypsy","25"
"Beirut","Kinsley","F","1","Young","239.0722","paid","Red Bluff, CA","658","Fountains And Tramways","85"
"Beck","Jayden","M","58","Graves","304.50893","paid","Marinette, WI-MI","594","End Of The Day","25"
"Arctic Monkeys","Kinsley","F","2","Young","177.84118","paid","Red Bluff, CA","658","Fake Tales Of San Francisco (Explicit)","85"
"Van Halen","Lily","F","0","Burns","227.44771","free","New York-Newark-Jersey City, NY-NJ-PA","727","Ain't Talkin'  'Bout Love (Remastered Version)","32"
"Secret Garden","Jayden","M","63","Graves","180.21832","paid","Marinette, WI-MI","594","Atlantia","25"
"Snow Patrol","Kinsley","F","3","Young","274.49424","paid","Red Bluff, CA","658","Chasing Cars","85"
"Rihanna","Lily","F","3","Burns","239.75138","free","New York-Newark-Jersey City, NY-NJ-PA","727","G4L","32"
"Bayside","Jayden","M","64","Graves","180.27057","paid","Marinette, WI-MI","594","Duality (Album Version)","25"
"Todd Barry","Kinsley","F","4","Young","126.82404","paid","Red Bluff, CA","658","Sugar Ray (LP Version)","85"
"Bayside","Jayden","M","65","Graves","243.64363","paid","Marinette, WI-MI","594","Montauk","25"
"Viki Mosholiou","Kinsley","F","5","Young","169.84771","paid","Red Bluff, CA","658","Milo Gia Ta Pedia Mou (2006 Digital Remaster)","85"
"Hatebreed","Kinsley","F","6","Young","124.42077","paid","Red Bluff, CA","658","Worlds Apart (Album Version)","85"
"Sonny Boy Williamson","Jayden","M","66","Graves","152.24118","paid","Marinette, WI-MI","594","Don't Start Me Talkin'","25"
"Shattered Realm","Kinsley","F","7","Young","108.45995","paid","Red Bluff, CA","658","Devil In Disguise","85"
"Timbaland / Katy Perry","Jayden","M","67","Graves","238.70649","paid","Marinette, WI-MI","594","If We Ever Meet Again","25"
"Sam and Dave","Kinsley","F","8","Young","157.28281","paid","Red Bluff, CA","658","Hold on I'm Coming","85"
"Sea Wolf","Kinsley","F","9","Young","225.802","paid","Red Bluff, CA","658","Black Dirt (Album)","85"
"Apocalyptica featuring Corey Taylor","Jayden","M","68","Graves","214.12526","paid","Marinette, WI-MI","594","I'm Not Jesus","25"
"Bomfunk MC's","Kinsley","F","10","Young","225.4624","paid","Red Bluff, CA","658","Rocking_ Just To Make Ya Move","85"
"Jets To Brazil","Jayden","M","69","Graves","571.03628","paid","Marinette, WI-MI","594","Rocket Boy","25"
"Tavares","Kinsley","F","11","Young","394.00444","paid","Red Bluff, CA","658","Heaven Must Be Missing An Angel","85"
"Maria BethÃÂ¢nia","Jayden","M","74","Graves","254.06649","paid","Marinette, WI-MI","594","Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live)","25"
"Justin Bieber","Kinsley","F","12","Young","220.89098","paid","Red Bluff, CA","658","Somebody To Love","85"
"Van Halen","Kinsley","F","13","Young","272.32608","paid","Red Bluff, CA","658","Feels So Good (Remastered Single Version)","85"
"Julieta Venegas A Dueto Con Dante","Jayden","M","75","Graves","236.9824","paid","Marinette, WI-MI","594","Primer Dia","25"
"Apocalyptica","Jayden","M","76","Graves","409.86077","paid","Marinette, WI-MI","594","Coma","25"
"The Wreckers","Kinsley","F","14","Young","171.36281","paid","Red Bluff, CA","658","Stand Still_ Look Pretty [Live]","85"
"Prince & The Revolution","Kinsley","F","15","Young","227.65669","paid","Red Bluff, CA","658","Kiss (LP Version)","85"
"Third Eye Blind","Jayden","M","77","Graves","319.79057","paid","Marinette, WI-MI","594","God Of Wine (2006 Remastered LP Version)","25"
"Dr. Dre / Eminem","Kinsley","F","16","Young","222.27546","paid","Red Bluff, CA","658","Forgot About Dre","85"
"Symphony X","Kinsley","F","17","Young","318.37995","paid","Red Bluff, CA","658","Evolution (the Grand Design)","85"
"Streetlight Manifesto","Jayden","M","78","Graves","180.79302","paid","Marinette, WI-MI","594","Keasbey Nights (LP Version)","25"
"Amos Lee","Kinsley","F","18","Young","169.16853","paid","Red Bluff, CA","658","Soul Suckers","85"
"The Gabe Dixon Band","Kinsley","F","19","Young","296.85506","paid","Red Bluff, CA","658","Disappear","85"
"Mogwai","Kinsley","F","20","Young","473.25995","paid","Red Bluff, CA","658","Thank You Space Expert","85"
"Mystery Jets","Kinsley","F","21","Young","212.32281","paid","Red Bluff, CA","658","You Can't Fool Me Dennis (Album version)","85"
"Mates of State","Kinsley","F","22","Young","227.36934","paid","Red Bluff, CA","658","Parachutes (Funeral Song) (LP Version)","85"
"R.E.M.","Kinsley","F","23","Young","217.99138","paid","Red Bluff, CA","658","Can't Get There From Here","85"
"Taylor Swift","Kinsley","F","24","Young","246.282","paid","Red Bluff, CA","658","The Best Day","85"
"Blockhead","Aiden","M","0","Hess","285.98812","free","La Crosse-Onalaska, WI-MN","710","Carnivores Unite","86"
"MC Hammer","Aiden","M","1","Hess","256.86159","free","La Crosse-Onalaska, WI-MN","710","U Can't Touch This","86"
"Sally Shapiro","Aiden","M","2","Hess","392.82893","free","La Crosse-Onalaska, WI-MN","710","Miracle (Extended Mix)","86"
"Holy Fuck","Lily","F","2","Koch","362.762","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","P.I.G.S.","15"
"Angus & Julia Stone","Lily","F","3","Koch","218.8273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Soldier","15"
"Los Fabulosos Cadillacs","Lily","F","4","Koch","275.69587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Siguiendo La Luna","15"
"A Sunny Day In Glasgow","Lily","F","5","Koch","22.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Lights","15"
"Mariah Carey Featuring Cameo","Lily","F","6","Koch","229.22404","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Loverboy","15"
"Tego Calderon","Lily","F","7","Koch","242.18077","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Metele Sazon","15"
"Bloodhound Gang","Lily","F","8","Koch","172.01587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Foxtrot Uniform Charlie Kilo","15"
"Kings Of Leon","Lily","F","10","Koch","256.36526","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Runner","15"
"Iron Maiden","Lily","F","11","Koch","233.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Run To The Hills (1998 Digital Remaster)","15"
"CafÃÂ© Tacvba","Lily","F","12","Koch","232.72444","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","MarÃÂ­a","15"
"Blink-182","Lily","F","13","Koch","280.00608","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","All Of This","15"
"Band Of Horses","Lily","F","14","Koch","321.14893","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Funeral (Album Version)","15"
"Primus","Lily","F","15","Koch","146.15465","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","De Anza Jig","15"
"Tom McRae","Lily","F","16","Koch","265.27302","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Walking 2 Hawaii","15"
"ALO (Animal Liberation Orchestra)","Lily","F","17","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Spectrum","15"
"Yelle","Lily","F","18","Koch","192.31302","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Je Veux Te Voir (Radio Edit)","15"
"Kings Of Leon","Lily","F","19","Koch","201.79546","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Revelry","15"
"Foo Fighters","Lily","F","20","Koch","250.14812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Everlong","15"
"Kanye West","Lily","F","21","Koch","311.84934","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Stronger","15"
"Annie Lennox","Lily","F","22","Koch","256.57424","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Wonderful","15"
"Madeleine Peyroux","Lily","F","23","Koch","214.77832","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Instead","15"
"Miley Cyrus","Lily","F","24","Koch","236.85179","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Climb","15"
"Coldplay","Lily","F","25","Koch","268.38159","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Yellow","15"
"Jag Panzer","Lily","F","26","Koch","217.99138","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Reign Of The Tyrants","15"
"The Notorious B.I.G.","Lily","F","27","Koch","285.93587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Gimme The Loot (Album Version)","15"
"Emiliana Torrini","Lily","F","28","Koch","186.122","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Ha Ha (KCRW.com Presents)","15"
"Streetlight Manifesto","Lily","F","29","Koch","137.19465","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Punk Rock Girl","15"
"Dropkick Murphys","Lily","F","30","Koch","161.01832","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Auld Triangle (Album Version)","15"
"Carlo Siliotto","Cierra","F","1","Finley","175.38567","free","Richmond, VA","473","Kazakhstan 1710","96"
"The Raconteurs","Lily","F","31","Koch","265.50812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Top Yourself","15"
"The Academy Is...","Cierra","F","2","Finley","207.96036","free","Richmond, VA","473","We've Got A Big Mess On Our Hands (Album Edit)","96"
"Justin Bieber","Cecilia","F","1","Owens","222.92853","free","Atlanta-Sandy Springs-Roswell, GA","735","Stuck In The Moment","6"
"Spiritual Beggars","Lily","F","32","Koch","358.24281","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Nowhere To Go","15"
"Bon Iver","Lily","F","33","Koch","238.49751","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Skinny Love","15"
"The Living End","Lily","F","34","Koch","229.0673","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Prisoner Of Society (Album Version)","15"
"Moby","Lily","F","35","Koch","196.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Lift Me Up","15"
"Florence + The Machine","Lily","F","36","Koch","258.55955","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Cosmic Love","15"
"Miami Horror","Lily","F","37","Koch","386.5073","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Sometimes (Hook N Sling Remix)","15"
